,Compound_CID,IUPAC_Name,SMILES
2055,135876149,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21E)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",C[C@H]1/C=C/C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)\C
2056,135925741,"[(7S,9E,11S,12R,13R,14R,15R,16R,17S,18S,19E,21E)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",C[C@H]1/C=C/C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)\C
2057,135925739,"[(7S,9E,11S,12R,13R,14R,15R,16R,17S,18S,19E,21E)-26-[(E)-(4-cyclopentylpiperazin-1-yl)iminomethyl]-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",C[C@H]1/C=C/C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C6CCCC6)\C
2058,135517323,"[(4S,6S,7R,8S,12E)-12-(hydroxymethylidene)-11-imino-7-methoxy-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]tridec-1(9)-en-8-yl]methyl carbamate",CO[C@@]12[C@@H](C3=C(N1C[C@H]4[C@@H]2N4)C(=O)/C(=C/O)/C(=N)C3=O)COC(=O)N
2059,135564209,"(E)-3-[4-[(2R,3R,4S,5S,6R)-5-[[(2S,3R,4R,5R)-5-[[(3aS,6S,7R,7aR)-7-(carbamoylamino)-2-oxo-1,3a,4,6,7,7a-hexahydropyrano[4,3-d][1,3]oxazol-6-yl]oxy]-3-(carbamoylamino)-4-hydroxyoxan-2-yl]carbamoylamino]-3-(diaminomethylideneamino)-4-hydroxy-6-methyloxan-2-yl]oxyphenyl]-N-[3-[4-(thian-4-ylamino)butylamino]propyl]prop-2-enamide",C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC2=CC=C(C=C2)/C=C/C(=O)NCCCNCCCCNC3CCSCC3)N=C(N)N)O)NC(=O)N[C@@H]4[C@@H]([C@H]([C@@H](CO4)O[C@H]5[C@@H]([C@@H]6[C@@H](CO5)OC(=O)N6)NC(=O)N)O)NC(=O)N
2060,135564233,"(E)-3-[4-[(2R,3R,4S,5S,6R)-5-[[(2S,3R,4R,5R)-5-[[(3aS,6S,7R,7aR)-7-(carbamoylamino)-2-oxo-1,3a,4,6,7,7a-hexahydropyrano[4,3-d][1,3]oxazol-6-yl]oxy]-3-(carbamoylamino)-4-hydroxyoxan-2-yl]carbamoylamino]-3-(diaminomethylideneamino)-4-hydroxy-6-methyloxan-2-yl]oxyphenyl]-N-[3-[4-(cyclopentylamino)butylamino]propyl]prop-2-enamide",C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC2=CC=C(C=C2)/C=C/C(=O)NCCCNCCCCNC3CCCC3)N=C(N)N)O)NC(=O)N[C@@H]4[C@@H]([C@H]([C@@H](CO4)O[C@H]5[C@@H]([C@@H]6[C@@H](CO5)OC(=O)N6)NC(=O)N)O)NC(=O)N
2061,135538643,"methyl (7E,9Z,11R,13R,14R,15R,16R,17R,18R,19R,20E)-2-acetyloxy-12,14,16,18,19,31-hexahydroxy-3,7,11,13,17,19,21,27-octamethyl-6,28-dioxo-23,25-dioxa-5-azatetracyclo[20.7.1.14,29.026,30]hentriaconta-1,3,7,9,20,22(30),26,29(31)-octaene-15-carboxylate",C[C@@H]1/C=C\C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=O)C(=C4C3=C(/C(=C/[C@@]([C@@H]([C@@H]([C@H]([C@@H]([C@@H]([C@@H](C1O)C)O)C(=O)OC)O)C)O)(C)O)/C)OCO4)C)OC(=O)C)C)/C
2062,135476719,"3-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-2,6-dihydropyrazolo[4,3-d]pyrimidin-7-one",C1=NC2=C(NN=C2C(=O)N1)C3C(C(C(O3)CO)O)O
2063,135480691,"(2S,3R,4S,5R)-2-(7-amino-2H-pyrazolo[4,3-d]pyrimidin-3-yl)-5-(hydroxymethyl)oxolane-3,4-diol;3-[(2S,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-2,6-dihydropyrazolo[4,3-d]pyrimidin-7-one",C1=NC2=C(NN=C2C(=O)N1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O.C1=NC2=C(NN=C2C(=N1)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
2064,135512673,"[2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",CC1C=CC=C(C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)C
2065,135550179,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(Z)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N\N5CCN(CC5)C)/C
2066,135564219,disodium;[3-(16-acetyloxy-17-hydroxypentacosyl)-5-sulfonatooxyphenyl] sulfate,CCCCCCCCC(C(CCCCCCCCCCCCCCCC1=CC(=CC(=C1)OS(=O)(=O)[O-])OS(=O)(=O)[O-])OC(=O)C)O.[Na+].[Na+]
2067,135564275,"(E)-3-[4-[(2R,3R,4S,5S,6R)-5-[[(2S,3R,4R,5R)-5-[[(3aS,6S,7R,7aR)-7-(carbamoylamino)-2-oxo-1,3a,4,6,7,7a-hexahydropyrano[4,3-d][1,3]oxazol-6-yl]oxy]-3-(carbamoylamino)-4-hydroxyoxan-2-yl]carbamoylamino]-3-(diaminomethylideneamino)-4-hydroxy-6-methyloxan-2-yl]oxyphenyl]-N-[3-[4-(2-phenylethylamino)butylamino]propyl]prop-2-enamide",C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC2=CC=C(C=C2)/C=C/C(=O)NCCCNCCCCNCCC3=CC=CC=C3)N=C(N)N)O)NC(=O)N[C@@H]4[C@@H]([C@H]([C@@H](CO4)O[C@H]5[C@@H]([C@@H]6[C@@H](CO5)OC(=O)N6)NC(=O)N)O)NC(=O)N
2068,135612719,"(2S)-2-[(2S,4S,6S)-2,4-dihydroxy-5,5-dimethyl-6-[(1E,3E)-penta-1,3-dienyl]oxan-2-yl]-N-[(2E,4E,6S,7R)-7-[(2S,3S,4R,5R)-3,4-dihydroxy-5-[(1E,3E,5E)-7-(4-hydroxy-1-methyl-2-oxo-3-pyridinyl)-6-methyl-7-oxohepta-1,3,5-trienyl]oxolan-2-yl]-6-methoxy-5-methylocta-2,4-dienyl]butanamide",CC[C@H](C(=O)NC/C=C/C=C(\C)/[C@H]([C@@H](C)[C@H]1[C@H]([C@H]([C@H](O1)/C=C/C=C/C=C(\C)/C(=O)C2=C(C=CN(C2=O)C)O)O)O)OC)[C@@]3(C[C@@H](C([C@@H](O3)/C=C/C=C/C)(C)C)O)O
2069,135391138,"[(2R,3S,4S,5S,6R)-6-[[(3E,5E,8S,9Z,11S,12S,13E,15E,18R)-12-[(2R,3R,4R,5S)-3,4-dihydroxy-6,6-dimethyl-5-(2-methylpropanoyloxy)oxan-2-yl]oxy-11-ethyl-8-hydroxy-18-[(1R)-1-hydroxyethyl]-9,13,15-trimethyl-2-oxo-1-oxacyclooctadeca-3,5,9,13,15-pentaen-3-yl]methoxy]-4-hydroxy-5-methoxy-2-methyloxan-3-yl] 3,5-dichloro-2-ethyl-4,6-dihydroxybenzoate",CC[C@H]1/C=C(\[C@H](C/C=C/C=C(/C(=O)O[C@H](C/C=C(/C=C(/[C@H]1O[C@H]2[C@@H]([C@H]([C@@H](C(O2)(C)C)OC(=O)C(C)C)O)O)\C)\C)[C@@H](C)O)\CO[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)OC(=O)C4=C(C(=C(C(=C4O)Cl)O)Cl)CC)O)OC)O)/C
2070,135441414,"[(9E,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",CC1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(O/C=C/C(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)/C
2071,135431094,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,6,15,17-tetrahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-30-[4-(2-methylpropyl)piperazin-1-yl]-23,32,37-trioxo-8,27,38-trioxa-24,34-diazahexacyclo[23.11.1.14,7.05,36.026,35.028,33]octatriaconta-1,3,5,9,19,21,25,28,30,33,35-undecaen-13-yl] acetate",C[C@H]1/C=C/C=C(\C(=O)NC2=C3C(=C4C(=C(C(=C5C4=C([C@](O5)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)O)C)O)C2=O)N=C6C(=CC(=CC6=O)N7CCN(CC7)CC(C)C)O3)/C
2072,135546486,"5-[1-(1H-indol-3-yl)ethyl]-2-methylimino-1,3-oxazolidin-4-one",CC(C1C(=O)NC(=NC)O1)C2=CNC3=CC=CC=C32
2073,135398740,"2-amino-9-(1,3-dihydroxypropan-2-yloxymethyl)-1H-purin-6-one",C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N
2074,135398748,2-amino-9-[4-hydroxy-3-(hydroxymethyl)butyl]-1H-purin-6-one,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N
2075,135968625,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-26-[(4-cyclopentylpiperazin-1-yl)iminomethyl]-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C6CCCC6)/C
2076,135659016,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-26-[(Z)-(4-cyclopentylpiperazin-1-yl)iminomethyl]-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N\N5CCN(CC5)C6CCCC6)/C
2077,135932822,"[(9Z,19Z,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",CC1/C=C\C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)C(O4)(O/C=C\C(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C)\C
2078,136122663,"[(7S,11S,12R,13S,14R,15R,16R,17S,18S,19Z,21Z)-26-[(E)-(4-cyclopentylpiperazin-1-yl)iminomethyl]-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",C[C@H]1/C=C\C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N/N5CCN(CC5)C6CCCC6)\C
2079,135887790,"(1S,2R,19R,22S,34S,37R,52S)-22-amino-5,15-dichloro-2,26,31,44,47,49,64-heptahydroxy-21,35,38,54,56,59-hexaoxo-7,13,28-trioxa-20,36,39,53,55,58-hexazaundecacyclo[38.14.2.23,6.214,17.219,34.18,12.123,27.129,33.141,45.010,37.046,51]hexahexaconta-3,5,8,10,12(64),14,16,23(61),24,26,29(60),30,32,41(57),42,44,46(51),47,49,62,65-henicosaene-52-carboxylic acid",C1[C@@H]2C(=O)N[C@@H](C3=CC(=CC(=C3)OC4=C(C=CC(=C4)[C@@H](C(=O)N2)N)O)O)C(=O)N[C@@H]5C6=CC(=C(C(=C6)OC7=C(C=C(C=C7)[C@H]([C@H]8C(=O)N[C@@H](C9=C(C(=CC(=C9)O)O)C2=C(C=CC(=C2)C(C(=O)N8)NC5=O)O)C(=O)O)O)Cl)O)OC2=C(C=C1C=C2)Cl
2080,135900090,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",C[C@H]1/C=C/C=C(\C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C=NN5CCN(CC5)C)/C
2081,135921134,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21E)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(Z)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",C[C@H]1/C=C/C=C(/C(=O)NC2=C(C(=C3C(=C2O)C(=C(C4=C3C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C=N\N5CCN(CC5)C)\C
2082,3000502,"(3S)-3,6-diamino-N-[[(2S,5S,8E,11S,15S)-15-amino-11-[(6R)-2-amino-1,4,5,6-tetrahydropyrimidin-6-yl]-8-[(carbamoylamino)methylidene]-2-(hydroxymethyl)-3,6,9,12,16-pentaoxo-1,4,7,10,13-pentazacyclohexadec-5-yl]methyl]hexanamide;(3S)-3,6-diamino-N-[[(2S,5S,8E,11S,15S)-15-amino-11-[(6R)-2-amino-1,4,5,6-tetrahydropyrimidin-6-yl]-8-[(carbamoylamino)methylidene]-2-methyl-3,6,9,12,16-pentaoxo-1,4,7,10,13-pentazacyclohexadec-5-yl]methyl]hexanamide",C[C@H]1C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N[C@H](C(=O)NC[C@@H](C(=O)N1)N)[C@H]2CCN=C(N2)N)CNC(=O)C[C@H](CCCN)N.C1CN=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCCN)N)CO)N)N
2083,3010888,"(3S,6R,9S,12R,15S,18R)-4,10,16-trimethyl-3,9,15-tris(2-methylpropyl)-6,12,18-tri(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone",CC(C)C[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)CC(C)C)C)C(C)C)CC(C)C)C)C(C)C
2084,3007984,"(3S,6R,9S,12R,15S,18R)-3,9,15-tribenzyl-4,10,16-trimethyl-6,12,18-tri(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone",CC(C)[C@@H]1C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O1)CC2=CC=CC=C2)C)C(C)C)CC3=CC=CC=C3)C)C(C)C)CC4=CC=CC=C4)C
2085,442530,"(2S)-2-[[(3R)-5-chloro-8-hydroxy-3-methyl-1-oxo-3,4-dihydroisochromene-7-carbonyl]amino]-3-phenylpropanoic acid",C[C@@H]1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)Cl
2086,443382,"[(2R,3R)-2-[(2,2-dichloroacetyl)amino]-3-hydroxy-3-(4-nitrophenyl)propyl] hexadecanoate",CCCCCCCCCCCCCCCC(=O)OC[C@H]([C@@H](C1=CC=C(C=C1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl
2087,441140,"(2S,5'R)-7-chloro-3',4,6-trimethoxy-5'-methylspiro[1-benzofuran-2,4'-cyclohex-2-ene]-1',3-dione",C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
2088,441328,"(6R,7R)-3-(acetyloxymethyl)-7-amino-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)N)SC1)C(=O)O
2089,441444,"(2S)-2-amino-3-cyclohexa-1,4-dien-1-ylpropanoic acid",C1C=CCC(=C1)C[C@@H](C(=O)O)N
2090,443836,"(11R,15R,17R)-4-hydroxy-17-methyl-12,16-dioxatetracyclo[8.7.0.03,8.011,15]heptadeca-1(10),3(8),4,6-tetraene-2,9,13-trione",C[C@@H]1C2=C([C@@H]3[C@H](O1)CC(=O)O3)C(=O)C4=C(C2=O)C(=CC=C4)O
2091,439693,"(8R)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-7,8-dihydro-4H-imidazo[4,5-d][1,3]diazepin-8-ol",C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2NC=NC[C@H]3O)CO)O
2092,441145,"(2S,3R,4S)-4-[(2S,5R,7S,8R,9S)-2-[(2R,5S)-5-ethyl-5-[(2R,3S,5R)-5-[(2S,3S,5R,6R)-6-hydroxy-6-(hydroxymethyl)-3,5-dimethyloxan-2-yl]-3-methyloxolan-2-yl]oxolan-2-yl]-7-hydroxy-2,8-dimethyl-1,10-dioxaspiro[4.5]decan-9-yl]-3-methoxy-2-methylpentanoic acid",CC[C@]1(CC[C@@H](O1)[C@@]2(CC[C@@]3(O2)C[C@@H]([C@H]([C@H](O3)[C@@H](C)[C@H]([C@H](C)C(=O)O)OC)C)O)C)[C@H]4[C@H](C[C@@H](O4)[C@@H]5[C@H](C[C@H]([C@@](O5)(CO)O)C)C)C
2093,441401,"N-[[(5S)-3-(3-fluoro-4-morpholin-4-ylphenyl)-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide",CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
2094,443829,"(7S,9S)-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-9-ethyl-4,6,9,11-tetrahydroxy-8,10-dihydro-7H-tetracene-5,12-dione",CC[C@]1(C[C@@H](C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)N)O
2095,443311,"(2S)-2-amino-N-[(2S,3S,4R,5R)-5-[6-(dimethylamino)purin-9-yl]-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl]-3-(4-methoxyphenyl)propanamide;dihydrochloride",CN(C)C1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)NC(=O)[C@H](CC4=CC=C(C=C4)OC)N)O.Cl.Cl
2096,444260,"[(2R,3S,4R,5S)-5-(7-amino-2H-pyrazolo[4,3-d]pyrimidin-3-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC2=C(NN=C2C(=N1)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O
2097,444732,"(2E,4E,6R)-7-[4-(dimethylamino)phenyl]-N-hydroxy-4,6-dimethyl-7-oxohepta-2,4-dienamide",C[C@H](/C=C(\C)/C=C/C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
2098,443939,"(7S,9S)-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione;hydrochloride",C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl
2099,446987,"[(2R,3S)-3-methyloxiran-2-yl]phosphonic acid",C[C@H]1[C@H](O1)P(=O)(O)O
2100,447199,"(2S,3R,4S,5R)-2-(7-amino-2H-pyrazolo[4,3-d]pyrimidin-3-yl)-5-(hydroxymethyl)oxolane-3,4-diol",C1=NC2=C(NN=C2C(=N1)N)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
2101,72466,"3-[[2-[2-[2-[[2-[[4-[[2-[[6-amino-2-[3-amino-1-[(2,3-diamino-3-oxopropyl)amino]-3-oxopropyl]-5-methylpyrimidine-4-carbonyl]amino]-3-[(2R,3S,4S,5S,6S)-3-[(2R,3S,4S,5R,6R)-4-carbamoyloxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxy-2-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]ethyl]-1,3-thiazol-4-yl]-1,3-thiazole-4-carbonyl]amino]propyl-dimethylsulfanium;hydrogen sulfate",CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)O[C@H]3[C@H]([C@H]([C@@H]([C@@H](O3)CO)O)O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O.OS(=O)(=O)[O-]
2102,72622,(2S)-2-acetamido-6-diazo-5-oxohexanoic acid,CC(=O)N[C@@H](CCC(=O)C=[N+]=[N-])C(=O)O
2103,73214,"N-[[(5S)-3-[3-fluoro-4-[4-(2-hydroxyacetyl)piperazin-1-yl]phenyl]-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide",CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCN(CC3)C(=O)CO)F
2104,73618,"(3S,4aR,12bS)-9-[(2R,4R,5R,6R)-4-[(2S,5S,6S)-5-[(2S,4R,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-6-methyloxan-2-yl]oxy-5-hydroxy-6-methyloxan-2-yl]-3,4a,8-trihydroxy-12b-[(2S,5S,6S)-5-hydroxy-6-methyloxan-2-yl]oxy-3-methyl-2,4-dihydrobenzo[a]anthracene-1,7,12-trione",C[C@H]1[C@H](CC[C@@H](O1)O[C@]23C(=O)C[C@@](C[C@]2(C=CC4=C3C(=O)C5=C(C4=O)C(=C(C=C5)[C@H]6C[C@H]([C@@H]([C@H](O6)C)O)O[C@H]7CC[C@@H]([C@@H](O7)C)O[C@H]8C[C@H]([C@@H]([C@H](O8)C)O)O)O)O)(C)O)O
2105,71957,[(1R)-1-[[(2S)-2-aminopropanoyl]amino]ethyl]phosphonic acid,C[C@@H](C(=O)N[C@@H](C)P(=O)(O)O)N
2106,72073,4-oxidoquinoxalin-1-ium 1-oxide,C1=CC=C2C(=C1)N(C=C[N+]2=O)[O-]
2107,72629,"(1R,5R,6R)-5-hydroxy-3-(hydroxymethyl)-7-oxabicyclo[4.1.0]hept-3-en-2-one",C1=C(C(=O)[C@H]2[C@@H]([C@@H]1O)O2)CO
